num_bedrooms,num_bathrooms,square_footage,lot_size,age_of_house,proximity_to_city_center,neighborhood_quality,house_price
3,1,1070,8775,62,5,1,332959.30992009526
5,2,3348,8564,25,5,4,623162.5799883275
4,1,1184,9275,59,18,8,422481.96298190556
2,2,859,5835,94,6,10,424025.6771312395
2,1,1930,4819,92,9,2,285423.05862471304
1,1,1019,4364,4,11,7,399428.82389177836
5,1,2264,7089,53,14,8,514745.81763443677
4,1,2706,5318,37,2,9,572987.3211793844
2,2,3411,7936,61,14,7,502354.4126264865
5,2,2395,3780,24,19,9,536191.8787228698
1,3,3393,8398,97,10,2,425782.262910017
3,1,895,3452,11,5,1,364299.2571718001
5,2,1788,6288,21,4,1,501439.0741925927
5,2,1912,9520,8,7,4,584750.001319865
3,2,2745,1425,83,13,1,420660.01308926055
5,1,3078,9961,28,10,7,594907.2025211788
1,3,1767,4975,43,10,8,360592.7768661055
1,2,3122,9799,92,4,3,418520.7679347886
3,1,1045,7669,26,16,1,340067.65294556075
4,2,2958,3124,54,15,3,462452.6655826707
2,2,1033,2300,80,11,2,301958.4640416383
4,3,3264,6015,4,19,6,560322.251810067
5,2,1951,9657,51,3,7,591492.7715169507
2,2,2060,2964,12,15,9,435724.168181724
3,1,1602,6567,41,16,5,419722.2176838535
3,1,3466,6279,14,14,4,546888.9705990274
2,3,2217,3360,78,5,1,375103.5065484923
1,1,3322,3039,17,17,6,410377.0043599234
2,1,1454,2184,49,18,8,360519.3828444382
5,3,3242,4934,1,19,4,551221.4897564278
1,2,910,6794,86,1,1,292566.928222442
3,3,889,9172,12,9,5,492529.1739114004
2,1,1562,1777,67,14,10,394871.1691119241
4,3,2103,4379,46,11,5,546791.9085422397
4,2,2156,3418,88,2,2,454323.6036900052
5,3,2979,5077,74,5,6,569910.0499430454
4,1,1836,3439,49,15,10,469398.0877913255
2,1,3304,8804,11,12,9,536847.2915147841
2,3,2264,6269,12,14,6,476593.0722699216
4,2,897,6587,8,11,8,491015.9072976067
2,3,1943,2989,58,9,10,449822.8322788441
5,2,1092,8868,44,8,3,474259.44387426606
1,2,2639,1944,69,12,10,393565.4183060352
5,3,2534,9220,42,3,2,559439.3348022972
5,2,1824,2897,73,15,4,428919.03092150454
2,1,3419,6751,22,8,9,492714.1671836102
1,3,3097,6150,78,7,9,509524.78840862296
2,2,1451,2697,44,17,3,280312.1372538124
3,1,2996,6885,22,12,1,475194.69227245444
2,3,2891,2665,33,18,1,377224.76775179594
2,1,2706,9951,15,18,4,420030.0327324125
2,1,2521,2785,62,15,4,380383.2661737357
1,1,1867,6948,50,3,10,504147.48798698705
2,2,3009,3607,31,19,6,448182.29944268375
1,3,2616,9590,37,15,5,388004.3417950123
4,3,1052,3630,55,16,6,442332.37831589434
3,2,931,8660,68,17,10,393732.03987852455
1,3,2707,1238,16,1,7,529811.6663614706
4,1,2710,4536,85,11,7,483054.57574719033
1,3,3321,4861,38,6,10,496998.55107735714
1,2,2479,9491,40,9,10,487586.4211933799
3,1,1932,8899,47,16,9,436054.6527511826
5,2,1858,8145,81,6,6,536880.872650138
5,1,2725,6861,27,12,8,588010.8440834685
1,1,3122,1248,76,19,2,268168.95193046133
2,3,986,5323,49,13,8,432834.6463087262
4,1,1748,8101,0,13,9,537941.1272040053
2,2,3090,3860,49,4,4,448398.96006366954
2,3,1063,1723,18,9,5,416712.8275873193
1,2,2797,1569,97,14,5,373427.6528463964
1,1,1321,9411,58,14,2,255931.90318566514
1,2,2364,3834,67,17,5,382141.43339613546
1,2,1582,8928,66,5,9,387068.2806468119
5,1,1334,7671,40,19,4,394932.3205838254
1,3,1009,3122,9,2,10,457244.2291152577
5,2,2893,5000,27,13,3,572073.3432897165
5,1,2363,4089,33,11,7,520141.5965862701
1,3,825,8165,38,2,8,408674.57493347506
3,3,974,8210,82,1,10,497460.27197285154
4,3,2339,1049,55,3,6,556626.524764818
2,2,2134,1514,51,12,6,426930.4023698533
5,2,1121,5671,99,7,5,422279.52086934977
4,2,2402,8749,2,1,6,615710.3575259238
3,3,1958,2165,22,9,9,511139.17284426786
2,2,854,1414,16,18,2,352812.0419483933
2,1,2366,2104,70,6,10,483217.1289664483
5,2,2409,5858,25,9,3,565097.9207260169
1,2,2672,4356,17,8,1,439520.8983643386
3,3,2994,3416,45,18,4,477941.332649875
5,2,2308,6611,69,15,2,420123.9378962553
3,1,3446,6465,30,1,6,592527.5309063912
1,3,2867,9395,92,14,1,362391.630751583
1,1,1132,8192,8,18,8,394760.10212377296
5,3,2378,6672,34,19,10,590101.4795595607
1,3,1706,9260,80,19,6,351839.5117538255
4,2,1710,9707,59,10,9,463515.3800617461
2,1,1200,4563,75,6,6,356463.98658478825
5,3,1749,7383,62,17,10,508651.69350240857
3,2,2129,9898,99,14,7,423453.14810457686
4,3,2875,7833,51,13,5,520860.2932139339
5,3,3314,5752,47,8,8,629057.3555976674
1,3,2710,9123,60,10,8,484344.8476226676
1,3,900,4785,23,9,10,420551.5471607806
1,3,1350,9535,73,5,9,431144.7884893503
1,3,3200,9727,57,4,6,474195.7027281423
3,2,2505,9546,63,6,1,430077.9630809985
4,3,3143,6023,29,6,9,652620.089180074
2,1,1152,1982,28,13,3,299791.19708258816
3,2,1818,2345,9,4,9,570078.126940075
3,1,1979,6691,38,8,7,495382.98388253304
2,3,1897,7002,54,5,3,430150.2516165053
2,1,3302,1526,27,2,9,627646.3526375616
1,3,1779,7647,17,9,7,490968.58944620733
3,3,2155,8252,40,11,7,483774.01233235665
5,2,1538,1930,80,11,7,476344.35134250124
2,2,1776,3282,74,7,2,361292.57665799395
2,3,2171,2946,64,14,4,373970.19772851473
4,2,3080,4360,80,6,10,540332.2714208448
5,1,2601,9112,99,4,8,563258.3333722095
5,2,2949,3925,99,6,2,475276.36338439665
2,2,1752,4625,45,3,4,428928.0911240737
1,1,1280,6469,59,6,10,371381.3517943368
4,2,2037,2223,8,3,8,556815.0515675353
5,3,907,8110,44,1,3,507506.7699982132
2,1,1772,5992,59,18,6,357280.5573181038
5,3,2426,9814,27,4,2,519033.02091121377
4,1,1503,5787,96,6,8,436933.99497916875
4,3,3182,7818,2,17,8,586900.9746853741
3,3,2933,5726,50,18,1,468887.06633625564
2,2,1674,3372,7,6,3,510384.81615013594
4,3,2247,4299,69,2,2,487265.0241261571
3,2,3211,7451,58,12,7,471847.28598217014
3,1,2907,9583,60,12,7,487020.92424796417
5,3,2073,4809,57,4,4,535941.2667626699
5,3,1359,3407,69,16,8,518454.7662250323
3,1,916,5864,92,10,3,353056.73358438857
5,1,1673,6027,11,10,9,572365.3742649141
4,3,1767,5260,8,7,5,526462.6479696835
1,1,2368,5828,48,14,2,354828.1641545201
4,2,843,9772,82,7,9,461091.1589767076
3,1,1308,9315,16,12,1,393378.08008248475
3,1,2811,2874,53,11,8,442216.2537858032
4,3,1988,9715,43,17,6,517089.88346134115
5,2,2115,4123,31,11,1,484814.2082077809
5,1,1648,5224,34,3,4,506550.9663113856
3,2,2679,6254,77,19,3,375708.0876247793
2,2,1716,4198,48,4,7,430553.5875086656
5,2,1598,8082,53,8,7,529077.4645319745
4,3,1675,2210,15,14,6,451650.92995354795
5,1,2560,6404,84,14,10,532949.4689912511
4,3,3133,5117,11,16,10,584648.3640751078
3,1,1618,6429,87,15,8,326719.9828448677
5,1,2968,9689,97,12,7,556014.3828981505
4,3,1744,5758,7,16,4,466021.8237663605
3,2,1706,9182,20,19,7,429792.02096195763
2,2,812,9916,47,5,1,386711.45827520185
4,1,1402,1375,7,12,3,473585.772512916
2,3,999,8413,27,5,2,374863.9605349142
2,2,3433,5398,79,10,7,454939.7984937333
1,2,2591,4859,9,17,9,438060.0294459851
5,1,1247,2686,51,15,5,437778.04156739137
4,1,2611,6012,14,8,9,615564.3031982384
2,3,1640,1256,3,8,8,465761.685960548
1,1,1389,4600,89,8,1,299618.6334492055
3,2,1953,1050,78,10,2,355074.14721178246
4,2,2890,7590,99,13,6,481673.0725736393
2,2,1319,8437,95,16,5,284474.65751430456
5,2,1836,1594,61,9,7,497533.73966045
1,3,1524,5731,3,16,9,437615.18214818207
2,3,3470,4873,40,10,4,500240.04234211816
5,1,1787,6748,72,3,8,532218.2745329924
2,1,1602,6237,98,14,4,275635.2283786869
4,1,3382,2476,54,13,3,455434.91754532896
4,3,3149,5870,27,4,2,589006.8036237339
4,2,1326,9032,46,4,8,550946.8832743932
1,1,2465,4020,8,6,8,476739.6576488019
4,2,1938,7066,1,19,3,474689.76933655434
5,1,1259,9053,66,11,1,418061.0002574335
2,1,3352,9066,47,8,6,518560.6297158373
3,1,1731,9167,68,14,5,362212.88185408403
5,1,2786,5780,73,8,8,524214.7442448774
5,1,1124,5045,27,14,6,437083.13515141164
4,2,1378,3233,78,7,4,463814.8450223491
1,1,2337,9117,13,18,10,453905.82347929757
2,2,3349,7359,45,12,10,546109.8930096254
1,3,2800,5197,86,14,2,368746.89382959343
2,1,3181,1615,12,15,8,453875.1649095125
2,2,3131,2566,15,18,5,507702.76176942594
1,3,1274,3339,93,12,8,352696.688269674
5,3,1877,9109,39,10,5,560256.0028163738
2,3,2281,8374,71,12,6,394033.96777710493
1,2,2402,7707,80,8,10,462712.09630903794
2,1,2243,1378,29,6,5,428378.6887468093
3,1,1431,4465,80,19,3,266875.4256318441
5,2,1502,7005,98,1,10,509270.9083532051
4,1,3256,3271,64,13,8,481990.6447886658
2,2,1781,2007,57,16,3,306026.39512213477
3,1,2127,7800,87,18,4,354263.6955091052
4,3,2758,1109,47,12,6,514557.9302817087
4,1,1358,3771,48,5,2,424564.7340540347
2,2,1021,4883,88,13,7,374598.3967767001
1,2,2356,3600,1,8,5,454362.4071593166
2,3,3005,6518,88,6,10,465681.7676510393
3,2,1147,4243,13,3,5,466030.0447113046
4,1,1982,2005,96,4,5,458949.8609099468
2,1,1688,1305,16,12,2,360166.5131875792
1,3,1721,6701,30,13,10,489386.26634229254
2,2,2058,1958,9,2,9,541097.5398284454
5,3,1204,6270,69,19,3,359053.2566400653
1,1,2080,8595,88,4,7,394524.55626095895
3,3,1476,4538,36,13,5,443839.0323566182
4,2,1388,8020,63,19,10,472468.8950318411
2,3,2420,2630,29,8,10,575380.9142902892
1,2,3405,3603,33,8,5,500752.1379927175
5,2,3326,9258,17,16,4,588085.9949346804
1,1,3334,1205,87,11,10,445219.70678945864
5,1,2394,6691,62,18,6,463572.82983876084
3,1,1365,7141,48,4,7,415101.0540798143
4,2,3371,4145,55,1,7,602022.4021555715
3,3,1503,4120,90,1,8,481642.25818647264
2,2,1657,7728,57,14,5,348942.55935220193
1,1,2084,9899,26,4,7,491062.54098749853
5,1,1384,7030,54,11,4,466425.27538706077
5,3,1031,1178,84,18,9,396789.9646178033
1,1,3117,6167,18,16,5,460496.8072197469
1,1,2045,1112,22,17,3,320878.14076975384
2,1,851,9948,46,2,5,376931.7108720413
3,3,2963,9350,78,4,9,595181.9423186631
5,2,1337,9977,65,3,8,535504.6396809985
2,1,1340,2803,98,15,1,289888.6330209217
3,3,1842,3298,50,2,5,470671.7989028312
2,1,1614,2542,83,19,6,257034.56190068362
5,3,2215,8259,27,9,10,616516.0429708464
1,1,2452,3154,56,10,2,365792.5624765118
1,3,3465,9766,57,19,6,427369.4253616114
3,1,1218,2381,14,5,9,445790.49043000303
4,2,3156,6902,15,14,4,549229.1850675689
3,1,1663,2222,96,10,3,297223.8197458121
4,3,985,2501,46,16,9,458420.3174903353
2,1,1060,4574,62,6,2,316206.4237192956
2,2,2351,4729,11,8,9,533098.6622088093
5,1,2096,8740,42,2,10,564424.279901885
4,3,3007,4191,83,18,2,472377.0787860976
5,3,1561,8476,28,8,10,590902.1378751578
1,2,1023,2561,48,5,3,354921.06669762055
4,3,2079,3522,2,17,7,551512.8865321223
3,1,979,3391,68,16,2,262186.8761908511
1,1,2867,3675,59,5,1,402431.4377402019
1,1,2447,3183,65,17,9,336272.3306213919
3,3,1431,9468,86,4,6,419700.5564310027
1,1,2336,9066,89,1,9,489097.98089971085
4,1,2905,3078,25,6,3,547280.3342199156
5,1,2763,5342,70,1,3,581017.6043858438
1,2,1414,2120,73,4,10,394804.64923480223
4,3,1361,6419,68,2,3,471867.71660195023
2,3,3221,4370,46,13,2,466343.86866880907
4,3,1421,2908,75,14,6,424469.1108351526
5,2,2935,4520,95,17,3,431656.5994826024
4,3,1813,5307,41,11,5,468168.8825529988
3,2,2861,5496,30,3,5,549884.5558207238
5,2,2980,5750,21,7,10,623578.5039584424
2,3,2760,1497,16,10,3,449119.41269082867
3,1,1857,7991,83,11,3,378662.3002788648
4,1,1391,4587,19,10,1,411932.0162128596
5,3,1382,3413,7,8,6,575769.1567645421
2,3,2413,4800,97,5,3,402427.21474792896
3,2,1901,9654,48,2,1,441480.6012506116
2,3,1088,7171,86,15,10,395501.83490088675
4,2,2368,4457,37,16,9,494470.3781361543
2,3,2243,9464,52,4,1,432088.80686108285
1,1,806,7969,27,16,5,291745.64024051465
3,1,1983,2150,76,12,5,374357.44734261115
2,3,1039,8454,28,14,2,413622.91358239757
4,2,2786,6207,71,12,1,412501.27937607106
4,1,2246,1018,10,16,6,507741.68955293647
2,2,3383,4178,46,16,7,494128.66890724795
4,3,2549,6577,44,12,9,602355.4711842499
5,3,2917,5081,17,2,8,752510.1512080568
5,1,2703,7454,49,14,10,594298.3255196963
5,3,3063,9603,88,11,3,552100.6736976965
1,1,1877,9933,48,9,9,387836.59120937454
2,2,3177,3671,21,7,1,444207.4434622239
1,1,1647,7387,44,12,6,369515.75460913056
4,1,2111,7833,60,17,10,431597.0963020109
1,2,2892,3624,98,9,2,367857.98128228047
4,1,3045,6499,92,6,10,486373.9527309747
4,1,2039,1514,20,12,9,535297.8346391154
3,3,2304,1206,70,10,9,480775.49220166006
5,2,2132,1947,60,9,8,530605.9236367547
4,1,3179,2828,75,12,7,473724.69258948794
3,2,1495,7861,35,1,6,450869.8397444357
5,2,826,7094,23,2,2,520449.3819798565
4,1,3165,7345,31,19,4,517677.5348738679
4,3,3212,3167,90,1,10,596313.8058699076
1,2,1759,8979,95,16,7,346435.2391183502
1,1,2326,6926,58,16,6,349305.7144947399
5,2,2668,7532,95,18,9,508208.24610665615
4,3,1172,6656,95,18,5,392546.47997300274
2,3,2749,6943,89,13,6,448156.1231143468
1,3,1044,9793,74,12,10,421103.2403352336
5,1,2640,6439,81,9,6,518289.0168926334
4,1,2476,9903,4,5,8,595211.1154259649
4,3,3325,2203,15,9,8,603823.5258030645
2,1,924,8000,10,13,6,373237.365491902
5,3,1336,7639,34,16,8,535968.2849181254
4,1,2719,8689,74,10,7,460471.33702714706
1,3,2435,8513,41,16,1,403934.1825853199
2,2,2225,7626,86,14,5,371099.4068496367
5,3,2340,8386,97,2,10,574692.8523898028
2,3,1330,4131,80,19,10,346424.89558046334
1,1,1053,8134,9,11,10,429911.1946412097
5,1,2968,4730,81,19,5,456223.966154917
2,1,1460,3666,7,11,10,491717.1305807455
3,1,2601,1549,25,14,9,458120.10873685195
1,1,1860,5741,2,15,7,388768.90942345344
1,1,2165,2244,58,7,7,389676.4710468147
1,2,1836,5012,87,15,10,346039.58140075166
3,3,2006,7196,2,8,2,500040.96660354506
3,3,2935,5545,37,4,8,594372.5191603879
4,3,2893,7205,1,18,3,547377.1059782435
2,2,1942,8190,98,14,9,431324.1782721115
4,3,2354,9235,16,18,6,496818.1892804605
2,2,2555,1658,72,4,9,489168.0079983828
3,2,2765,7995,35,2,9,571061.4295102959
3,2,1544,6776,85,6,7,443278.33450058964
4,3,2429,6293,94,11,10,532112.3046588262
5,2,1766,2691,97,1,8,489700.01541919174
4,3,1562,8735,87,15,2,369776.1914341478
2,3,1593,4130,72,12,5,392831.0765867394
4,1,1543,8044,1,18,3,430867.11276860326
1,1,1869,5533,84,5,1,305558.4539817099
2,2,2331,6547,33,11,6,474640.67074437434
2,2,1357,1967,26,19,9,411043.9618965533
5,3,2794,2404,36,1,2,572671.2471824575
3,2,1325,9677,70,17,9,388979.6715589375
2,2,3444,4630,21,8,8,523542.025579059
3,3,1639,3968,67,16,9,437690.3530050371
4,2,802,8269,13,11,5,421327.9930712859
1,2,1851,2579,97,19,2,250772.71145572586
5,3,2204,6992,22,11,10,644596.919785611
3,3,956,1050,43,15,10,424113.5057428429
2,1,2737,7452,88,8,6,407800.8929864959
3,3,2754,6153,64,14,7,542105.1193406787
2,1,1310,7023,78,1,3,401311.5454796911
3,2,1486,5300,95,10,6,366085.0532361147
2,3,1937,3787,77,7,6,429686.32952647435
4,3,2212,3155,60,18,8,488281.9560587021
2,3,2310,8019,84,12,1,380648.51056815445
2,2,1370,6360,54,2,4,458946.8361928197
1,1,1514,5230,70,18,1,243570.74731048552
2,2,2138,8607,99,7,8,434651.8718907754
1,2,3086,9598,84,12,2,396310.5573786604
5,3,3150,5197,49,14,8,623838.9929011917
1,1,3454,6412,11,10,3,484358.4798576026
4,2,1790,5499,78,9,8,486449.119657791
1,3,1133,5909,14,15,6,346409.5048651523
5,2,2960,8169,16,10,1,544303.5568985393
4,2,2444,4262,33,19,7,507471.5301801318
3,3,1161,3989,34,19,7,417276.96743198263
3,3,2680,8654,38,12,6,542615.2158455738
1,1,2944,3224,77,12,1,377051.1515417812
1,2,2781,6376,54,9,5,399753.9198735169
5,3,2863,3920,58,4,1,575357.7543701145
5,3,3403,8701,4,1,1,648993.9134376593
2,1,2777,7541,29,16,6,465856.7454818683
5,1,1175,6615,3,1,8,569564.481415797
2,3,1541,5315,14,13,1,447170.1134723249
4,1,1189,7100,34,3,2,445002.17340654344
1,3,3467,3783,73,12,5,425686.1443911005
4,2,2040,3808,54,9,8,514920.8655697942
5,1,1623,4331,65,4,4,477241.56951795676
4,2,3167,3178,59,2,5,587336.4273527612
4,2,3043,1797,23,9,10,610742.3199651231
4,2,1217,3846,91,13,5,438264.6159792326
5,3,1406,1929,21,14,3,472301.89661494317
4,2,1367,5818,43,3,6,495313.50125548814
2,2,1343,4091,31,18,5,343325.8487486736
5,2,3078,3262,94,9,2,486827.7084588544
4,3,1683,8549,82,15,10,488573.47802707384
5,2,3368,4480,50,10,4,568870.2632488969
3,2,1502,4342,84,17,4,340805.69188735
2,1,2023,7053,2,13,7,440063.4695818175
4,3,2422,8574,69,1,7,550780.3717979412
3,2,2868,8859,31,11,9,544597.6568791111
3,1,3435,5174,1,5,10,649810.4415058779
5,3,2586,8147,87,9,2,535660.9921372869
3,3,2419,5770,58,7,6,503335.8865889891
2,3,2257,6833,90,7,2,374809.4258383144
2,3,3218,9205,72,2,9,564485.6597420803
1,3,2383,8002,76,19,2,384447.635881752
2,3,2714,3293,13,18,6,497553.1958829155
3,2,877,3045,50,10,8,426753.5672883137
2,2,2108,2037,10,5,6,510578.12292631424
5,2,1447,7242,77,16,3,445590.1652835328
1,2,2987,9448,79,5,5,414872.34496132203
3,1,1352,7162,9,15,4,395285.0032825719
1,2,1797,5073,83,16,1,258850.9591790796
3,3,1081,2283,79,4,5,426576.8599267746
5,2,2081,7732,57,14,10,544248.7722659899
1,2,2646,6945,33,17,5,424042.7822672352
4,3,2183,4487,79,17,7,445938.81625331944
3,2,3287,3184,77,16,7,501200.8012669789
4,2,3117,9550,52,9,2,515766.65729626745
1,2,1957,4187,27,2,4,450774.63879895455
4,1,903,6495,17,11,1,422520.1624730735
4,2,1565,3297,25,15,5,476019.10788737424
1,3,2942,8097,6,3,5,549411.7102100449
5,3,2396,9469,44,16,4,544690.6726595636
4,2,1279,4544,97,19,10,439123.5165993072
4,2,2860,7831,44,6,7,585333.0308493674
5,2,2763,1391,70,14,6,484081.8399484605
4,3,3448,1968,96,5,10,601880.2682740971
4,3,2942,6151,34,5,3,565620.9695495103
4,1,3140,5364,51,6,2,443391.9716398914
2,1,2872,4307,20,18,4,428070.95059257734
5,1,2095,7125,27,18,9,522041.26625039015
4,3,2328,5370,95,19,10,501420.44428743597
5,1,1989,5838,43,2,5,515211.65856279235
3,2,1738,9277,79,17,1,303088.2584405173
3,2,1561,4134,55,1,3,444669.0214852627
4,3,1453,2054,9,9,9,554316.4346901361
5,1,2469,4729,22,13,7,542982.8236346393
5,2,3485,3669,47,4,3,588774.7170921351
5,3,3338,1275,51,5,1,538006.8261448418
2,1,2731,6717,14,18,4,419228.0715756269
3,2,1926,9022,54,10,9,480655.8542623896
5,1,2725,9000,42,4,7,618067.718519186
5,3,1374,1128,49,13,5,477567.13410076534
2,1,3141,8077,5,13,6,494331.07195637014
2,3,2129,5326,32,17,1,428525.12191056914
5,1,2077,4568,61,8,7,499831.3080946248
1,2,2003,8622,54,4,5,435960.66809715406
5,3,839,9080,38,3,7,542016.9666602679
5,3,1319,3402,11,11,5,560934.8128757001
2,3,2439,2647,99,12,5,393062.49439534027
2,1,3393,4556,30,9,3,471228.3556972668
5,1,3083,3193,73,15,5,482232.24103068217
5,2,1262,4104,52,13,8,483324.7981500304
5,3,2051,5355,33,5,8,630603.4459661978
2,3,2648,3134,40,5,2,487948.0961171172
5,1,1282,4903,9,19,1,405510.9045279043
5,1,3277,4613,51,11,2,554222.1276614163
4,2,1142,9583,74,9,7,468673.6410335642
1,2,1996,3279,56,3,3,377682.4720200663
3,1,2262,2152,77,18,8,358047.29115665157
1,3,2002,2294,2,13,4,409606.6549550857
4,2,2421,9657,56,12,10,554354.7194637563
3,1,2980,6289,32,9,10,565797.0092657857
5,1,3198,4245,6,10,8,650613.4420825505
4,3,3353,7068,3,13,2,543490.350622025
5,1,2931,7716,38,13,5,525719.1166513298
2,1,1792,7654,47,9,6,381120.93325313716
4,2,3190,9679,73,10,1,452067.0197105139
2,1,1989,3938,78,19,1,262568.531351167
4,1,3140,3626,15,6,9,612043.3061073505
4,2,2403,1949,37,7,5,533281.8608722579
2,3,1993,5075,3,15,4,423166.14733445813
3,3,1397,2658,3,19,1,369592.102015319
1,2,1444,7932,99,14,3,232500.42061691417
5,2,1247,9053,26,16,4,468867.8052069249
4,3,3349,7959,85,14,5,498023.52745073155
5,3,1563,2817,85,2,10,593176.7844552962
2,3,1534,9382,16,9,5,474091.2199912399
5,3,2442,1460,97,3,10,570193.8564135806
2,3,3097,8971,95,6,8,490735.1893113887
5,2,1400,7015,69,5,3,429678.2444951443
1,1,2972,7376,53,14,7,383531.20557636424
1,3,2960,3521,96,15,6,372009.47613569663
1,3,1780,4476,7,18,10,427955.42794939235
1,1,2582,3705,52,17,10,378235.7039288501
1,1,2997,5366,99,9,10,431375.3681860586
1,1,3190,1027,4,19,6,436437.6398103715
2,1,1379,5231,68,9,10,390177.1900674568
4,1,1582,7548,46,16,9,504122.80670663295
5,1,3168,4024,73,6,7,513803.7658370977
1,2,1331,2264,39,8,7,385796.0974743066
2,1,2312,7587,6,3,1,451896.4948978019
2,1,3339,7577,11,5,1,479913.4779508186
2,2,1411,2251,93,7,9,371861.42884967354
4,1,3099,4870,24,1,9,620386.0029271911
5,3,2805,2326,27,4,10,654589.8043169568
4,3,1900,7177,42,16,3,444734.086822186
3,1,2470,1361,76,14,8,389115.00912526564
2,2,2215,2218,46,1,9,465951.20455473755
3,3,2235,1605,48,4,1,451352.08812011086
1,2,3020,6959,85,10,3,376824.5973875867
1,3,1674,2670,53,11,6,378784.0784930793
4,1,3048,5443,17,7,4,544013.4550527623
5,2,1016,2277,26,4,8,518568.4414529296
3,2,1175,1398,71,1,9,451633.8144045449
5,2,2409,3172,5,1,7,608627.7922974126
4,3,810,3810,74,17,1,371028.6452290821
1,3,2413,7274,92,10,2,340478.4962962508
5,3,3282,6681,68,5,1,551868.4822633665
5,1,1617,3939,70,7,9,479572.280272153
1,3,2096,1944,21,8,4,411117.4614948774
3,1,1490,6965,58,2,10,488011.0391659487
1,2,2399,7348,46,9,8,448438.1447529247
5,2,2332,8770,67,4,5,534423.4902406198
3,1,1955,8099,31,12,5,433960.1002111422
3,3,2747,2196,82,11,5,438942.66122516827
1,1,1583,2212,96,5,5,324829.140943154
5,2,3166,1823,0,12,3,625148.8185647678
4,2,2772,8084,53,4,6,537980.9680691696
5,1,2676,1535,45,13,1,468254.0805933651
2,3,3468,4010,40,1,8,591553.7239255178
4,3,1584,8537,40,18,4,461526.7439533147
3,1,1196,1949,7,4,6,476066.8240124018
4,1,1881,1543,31,4,2,462814.31743046653
3,3,2303,4900,29,8,2,479854.4855971225
3,2,2833,5224,45,6,8,531460.7450087889
4,1,2414,3866,91,4,1,402173.9911722841
3,3,1259,3246,51,4,8,479266.8584762054
3,3,2908,2836,95,11,10,471793.279214558
2,2,3216,9268,88,9,10,490757.60024706327
5,2,1345,9560,97,14,1,406601.34061181423
5,2,3343,7976,60,4,9,643540.8055269923
2,2,1296,1348,96,13,1,290160.61047338875
4,2,1304,5601,12,6,4,526744.0971664606
1,1,1892,5333,88,13,9,343173.2636021296
1,3,3008,6399,39,3,1,470780.14585484104
1,1,2437,6696,60,7,9,429391.8526461811
2,1,1517,2455,43,1,8,424899.85598810983
2,1,2392,3185,61,11,5,369330.7935166899
3,1,2208,8436,43,2,6,523786.75931491225
1,1,1068,4811,47,5,5,351048.6820121412
4,2,2746,8309,73,14,4,515392.0768020263
4,2,2277,9086,58,13,10,552409.3003230973
1,3,2341,4682,56,16,4,356815.6752615908
1,1,1664,2846,94,15,10,343746.5545056693
1,3,3197,2854,10,3,8,555785.1115224436
2,2,909,3985,24,6,8,463826.492728225
2,2,3254,3894,60,9,9,497223.6530689245
2,2,1449,8496,45,3,3,391627.3509939332
5,1,2898,1558,53,13,10,531680.1230734647
4,1,2299,3896,33,13,8,480021.37743962713
4,2,1910,2254,83,7,3,403255.7058845334
3,3,1395,2681,6,5,2,452477.7931098723
2,3,1778,6271,96,8,2,383130.29675813095
5,2,1530,7283,61,8,9,572250.1052066546
5,3,856,9854,56,7,4,448107.2621111624
4,2,3043,4325,98,19,5,463712.8260708287
2,3,2583,2241,92,7,2,386930.4071006393
3,2,2501,4143,75,4,9,521176.0632800558
2,3,2086,4037,4,10,7,461057.34923566756
1,1,911,9353,75,13,3,276709.8754336214
2,2,1510,2781,92,4,6,331710.19007959845
1,2,2001,5675,34,19,7,385923.37680775416
1,3,1747,2477,83,10,6,368212.4011757334
